respondent_id,survey_year,age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
4653,2020,36,Male,Other,No,No,No,Rarely,100-500,Yes,Yes,No,No,No,Yes,No,Don't know,Maybe,No,No,Some of them,No,No,Don't know,No,
4654,2024,23,Male,Brazil,No,Yes,No,Never,More than 1000,No,Yes,Yes,No,Yes,No,Don't know,Don't know,Yes,No,Yes,Yes,Maybe,Maybe,No,No,
4655,2023,35,Male,Other,No,No,No,Never,6-25,Yes,Yes,No,Don't know,No,No,No,Somewhat easy,No,Maybe,Some of them,No,No,Yes,Yes,No,Leadership support makes all the difference.
4656,2023,23,Female,Netherlands,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Don't know,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,Maybe,No,Yes,No,
4657,2024,29,Female,United States,No,No,Yes,Sometimes,500-1000,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,No,Yes,No,No,No,Maybe,Don't know,Yes,Anonymous reporting would increase participation.
4658,2021,29,Male,Germany,No,Yes,Yes,Often,100-500,Yes,No,No,No,Yes,Yes,Yes,Somewhat easy,Yes,No,Yes,Some of them,No,Yes,Don't know,No,
4659,2024,30,Male,United States,No,No,Yes,Sometimes,26-100,Yes,No,Don't know,Don't know,Don't know,No,No,Don't know,Maybe,Yes,Some of them,Yes,No,No,Don't know,No,Leadership support makes all the difference.
4660,2020,18,Female,United States,No,Yes,No,Often,6-25,Yes,Yes,No,Don't know,Don't know,Don't know,Don't know,Somewhat easy,Yes,Maybe,No,No,Maybe,No,No,Yes,
4661,2020,35,Non-binary,United Kingdom,No,No,No,Never,1-5,Yes,Yes,Don't know,No,No,Don't know,No,Don't know,No,Maybe,Some of them,No,No,Yes,No,No,Leadership support makes all the difference.
4662,2020,39,Male,United States,No,No,Yes,Sometimes,More than 1000,No,No,No,Yes,No,Yes,Don't know,Don't know,No,No,No,No,No,Yes,Yes,No,Anonymous reporting would increase participation.
4663,2021,35,Male,United States,No,No,No,Rarely,More than 1000,Yes,No,Yes,Don't know,Don't know,Yes,No,Don't know,No,No,Yes,Some of them,No,No,No,No,Leadership support makes all the difference.
4664,2019,25,Female,United States,No,No,No,Often,26-100,Yes,Yes,No,No,No,No,No,Don't know,No,Maybe,No,Yes,Maybe,No,No,No,
4665,2021,41,Non-binary,United States,Yes,No,No,Sometimes,100-500,No,Yes,No,Don't know,Yes,No,Yes,Very easy,Maybe,Yes,No,Yes,Maybe,Yes,Don't know,No,
4666,2023,19,Female,United States,No,No,No,Often,100-500,Yes,No,Yes,No,Yes,Don't know,Yes,Don't know,No,Yes,Yes,No,No,Maybe,Yes,No,Remote work has been a double-edged sword.
4667,2021,23,Male,Other,No,No,Yes,Often,26-100,Yes,Yes,Don't know,Don't know,Don't know,No,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Yes,Yes,
4668,2023,32,Male,United States,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Somewhat difficult,Maybe,No,Yes,Some of them,No,Yes,Yes,No,
4669,2020,24,Male,United States,No,Yes,Yes,Rarely,More than 1000,Yes,No,Yes,Don't know,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,No,Maybe,Yes,Don't know,No,
4670,2024,43,Male,Other,No,Yes,Yes,Never,500-1000,No,No,Yes,Yes,No,No,No,Very easy,No,No,Some of them,No,No,No,Don't know,No,Glad to see more companies taking this seriously.
4671,2019,40,Female,Canada,No,Yes,No,Never,More than 1000,No,Yes,Yes,No,Yes,No,No,Very difficult,No,No,Yes,Yes,Maybe,No,Don't know,Yes,
4672,2019,28,Male,Canada,No,No,No,Often,26-100,Yes,Yes,Yes,No,Don't know,Yes,Yes,Somewhat difficult,Maybe,No,No,Yes,Maybe,No,Yes,No,
4673,2023,26,Male,Other,No,No,Yes,Often,More than 1000,No,No,Don't know,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,No,No,No,No,Yes,No,
4674,2024,24,Male,Canada,No,Yes,No,Never,1-5,Yes,Yes,No,No,No,Yes,No,Don't know,No,No,Some of them,No,No,Yes,Don't know,No,
4675,2022,27,Male,United States,No,No,Yes,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Yes,Some of them,Yes,No,No,No,No,Glad to see more companies taking this seriously.
4676,2022,28,Female,Other,No,Yes,No,Never,100-500,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No,
4677,2022,29,Male,United Kingdom,No,No,No,Never,100-500,No,Yes,Yes,Don't know,Don't know,No,Don't know,Don't know,No,No,No,Some of them,No,Maybe,No,No,Glad to see more companies taking this seriously.
4678,2019,28,Female,United States,No,No,No,Often,100-500,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,Yes,No,No,Yes,No,Maybe,Don't know,No,Leadership support makes all the difference.
4679,2020,20,Male,United States,Yes,No,No,Never,6-25,Yes,Yes,Don't know,Yes,No,Don't know,Yes,Somewhat difficult,Yes,No,Yes,Some of them,No,No,Yes,Yes,Leadership support makes all the difference.
4680,2021,27,Female,United Kingdom,No,No,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,No,Yes,No,Yes,No,No,Yes,No,Better awareness programs needed.
4681,2023,18,Other / Prefer not to say,Other,No,Yes,Yes,Often,500-1000,No,Yes,Yes,No,Don't know,Yes,Yes,Don't know,No,No,No,No,No,Yes,Yes,No,Stigma is still a major issue in my workplace.
4682,2022,30,Female,Other,No,No,No,Rarely,100-500,Yes,Yes,Don't know,No,Yes,Yes,Yes,Somewhat difficult,No,Yes,No,Yes,Maybe,No,No,No,HR resources are available but rarely used.
4683,2021,38,Female,United States,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,Yes,No,No,Yes,Yes,Management needs training on mental health.
4684,2023,31,Female,United Kingdom,No,Yes,No,Rarely,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Yes,No,Yes,No,Maybe,Don't know,No,Anonymous reporting would increase participation.
4685,2020,18,Female,United States,No,No,No,Sometimes,26-100,Yes,Yes,Yes,No,No,No,No,Somewhat easy,Yes,No,Some of them,No,No,No,Yes,No,We have EAP but nobody talks about it.
4686,2024,40,Male,Germany,No,Yes,No,Never,More than 1000,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Don't know,No,No,No,Yes,No,No,No,No,Glad to see more companies taking this seriously.
4687,2019,44,Male,Other,No,No,No,Often,500-1000,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,Don't know,No,
4688,2023,18,Female,United States,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,Somewhat easy,No,No,No,Yes,Maybe,Maybe,No,No,
4689,2022,34,Female,India,Yes,Yes,Yes,Often,6-25,Yes,Yes,Don't know,No,No,Don't know,No,Don't know,No,Maybe,No,Yes,No,Maybe,No,No,We have EAP but nobody talks about it.
4690,2020,45,Male,United Kingdom,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Yes,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,No,No,No,
4691,2021,38,Male,Netherlands,No,Yes,No,Sometimes,26-100,No,Yes,No,Don't know,Don't know,No,Don't know,Very easy,No,No,Yes,No,No,No,Don't know,Yes,Remote work has been a double-edged sword.
4692,2023,26,Male,United Kingdom,No,Yes,Yes,Often,6-25,No,Yes,Yes,No,No,Yes,No,Somewhat difficult,Maybe,No,Yes,Yes,No,Maybe,No,Yes,
4693,2023,25,Female,Other,No,No,No,Never,6-25,Yes,Yes,No,No,No,Yes,No,Very easy,No,Yes,No,No,No,Maybe,Don't know,No,
4694,2022,26,Female,Germany,No,No,Yes,Rarely,500-1000,No,Yes,No,Yes,Yes,Don't know,Don't know,Don't know,No,No,No,No,No,Maybe,Yes,No,Leadership support makes all the difference.
4695,2021,23,Male,United States,No,No,No,Sometimes,100-500,No,Yes,Don't know,Yes,No,Yes,Don't know,Don't know,No,No,No,No,No,Yes,No,No,Management needs training on mental health.
4696,2024,33,Female,Other,Yes,No,No,Never,More than 1000,No,Yes,Yes,Don't know,Yes,Don't know,Yes,Somewhat easy,No,Yes,No,No,No,No,Yes,Yes,
4697,2021,24,Male,Australia,No,No,No,Rarely,100-500,No,Yes,Yes,Don't know,Don't know,Don't know,No,Very difficult,No,No,No,Some of them,No,No,No,No,
4698,2020,28,Female,Brazil,No,No,Yes,Often,26-100,Yes,Yes,No,Yes,Yes,No,Yes,Very easy,No,No,No,No,Maybe,Maybe,Yes,No,Anonymous reporting would increase participation.
4699,2024,33,Male,United States,No,No,No,Never,500-1000,Yes,Yes,No,Don't know,Don't know,Don't know,No,Somewhat difficult,Maybe,Yes,Some of them,Yes,Maybe,Yes,No,No,Stigma is still a major issue in my workplace.
4700,2022,37,Female,United States,No,No,Yes,Rarely,26-100,Yes,No,Yes,Don't know,Yes,Don't know,No,Don't know,No,No,Yes,Some of them,Maybe,No,Yes,No,We have EAP but nobody talks about it.
4701,2022,33,Male,Other,No,Yes,Yes,Rarely,100-500,No,Yes,No,No,Don't know,Don't know,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,No,Don't know,No,
4702,2022,36,Female,Ireland,No,No,Yes,Often,26-100,No,Yes,Don't know,No,No,Don't know,No,Somewhat easy,No,No,Yes,Some of them,No,Maybe,Yes,No,Burnout is rampant in my team.
4703,2022,36,Other / Prefer not to say,Germany,No,No,No,Never,500-1000,No,Yes,Don't know,Don't know,Don't know,Yes,Don't know,Somewhat easy,Maybe,No,No,Yes,Maybe,No,Don't know,No,Open conversations help reduce stigma.
4704,2023,19,Female,United States,No,No,Yes,Often,100-500,No,No,Don't know,Yes,Yes,Yes,Yes,Very difficult,No,No,No,Yes,No,No,No,Yes,
4705,2023,18,Male,United States,No,Yes,No,Rarely,More than 1000,Yes,Yes,Don't know,Don't know,Yes,Don't know,Yes,Very difficult,No,No,No,Yes,No,Maybe,Yes,Yes,Anonymous reporting would increase participation.
4706,2020,37,Male,Canada,No,No,Yes,Never,26-100,Yes,Yes,Yes,Don't know,Don't know,No,No,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No,
4707,2022,29,Female,Other,No,No,Yes,Often,1-5,Yes,Yes,Don't know,No,Yes,No,No,Somewhat easy,No,Maybe,No,Some of them,No,Maybe,Yes,Yes,
4708,2022,28,Male,United Kingdom,No,No,No,Rarely,More than 1000,Yes,Yes,Yes,No,Don't know,No,Yes,Don't know,No,No,Yes,No,No,No,Don't know,Yes,We have EAP but nobody talks about it.
4709,2023,37,Male,United States,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,Yes,Yes,Some of them,No,No,Don't know,No,Remote work has been a double-edged sword.
4710,2024,39,Other / Prefer not to say,Other,No,No,Yes,Sometimes,26-100,Yes,No,Yes,No,No,No,No,Don't know,Yes,Yes,Some of them,Some of them,No,No,Yes,Yes,
4711,2021,29,Male,United States,No,No,No,Rarely,100-500,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,No,Better awareness programs needed.
4712,2024,27,Male,Other,No,No,Yes,Sometimes,1-5,Yes,No,Don't know,Don't know,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Yes,No,No,Yes,Don't know,No,Glad to see more companies taking this seriously.
4713,2020,25,Male,Germany,Yes,No,No,Sometimes,26-100,No,No,No,No,No,Yes,No,Very easy,Yes,No,No,No,No,Yes,Yes,No,Stigma is still a major issue in my workplace.
4714,2022,37,Male,United States,No,No,Yes,Often,6-25,No,Yes,Don't know,Don't know,Don't know,No,Don't know,Very difficult,No,Maybe,Some of them,Yes,No,No,Yes,No,
4715,2021,28,Male,United States,Yes,No,Yes,Often,100-500,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Somewhat easy,Yes,Yes,Yes,No,No,Yes,Yes,No,HR resources are available but rarely used.
4716,2023,18,Male,Netherlands,No,No,No,Often,6-25,Yes,No,Yes,Yes,Yes,No,Yes,Don't know,No,No,Some of them,Yes,Maybe,No,Don't know,No,Better awareness programs needed.
4717,2024,33,Female,India,Yes,Yes,No,Sometimes,100-500,No,Yes,Don't know,Don't know,No,Don't know,Yes,Very difficult,Yes,Yes,Yes,Yes,Maybe,No,Yes,No,HR resources are available but rarely used.
4718,2024,38,Male,United States,No,No,No,Rarely,1-5,No,No,No,Don't know,No,Yes,No,Don't know,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,
4719,2020,18,Male,United Kingdom,No,No,Yes,Often,6-25,No,Yes,No,Yes,Don't know,No,Don't know,Somewhat easy,No,No,Yes,No,Maybe,Maybe,No,Yes,
4720,2022,25,Other / Prefer not to say,United States,No,No,No,Rarely,6-25,No,Yes,Don't know,No,No,Don't know,No,Don't know,Yes,No,Yes,No,No,Maybe,Don't know,No,
4721,2023,20,Male,United States,No,No,No,Never,500-1000,No,No,Yes,Yes,No,No,Don't know,Very easy,Yes,No,No,Some of them,No,No,No,No,
4722,2023,39,Male,Canada,No,Yes,No,Never,1-5,Yes,Yes,Yes,Yes,No,Don't know,No,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Yes,No,
4723,2023,18,Female,United States,No,No,No,Never,6-25,Yes,Yes,No,Don't know,No,No,No,Very easy,Maybe,Yes,Some of them,Yes,No,No,Yes,No,
4724,2021,33,Male,Other,No,No,No,Never,26-100,No,Yes,No,No,Yes,No,Yes,Somewhat easy,Maybe,No,No,Some of them,No,Yes,Yes,Yes,
4725,2024,18,Female,Ireland,Yes,No,No,Rarely,100-500,No,Yes,No,No,Yes,Yes,No,Somewhat easy,Yes,No,No,Some of them,No,No,No,No,
4726,2022,35,Male,Brazil,Yes,No,No,Never,26-100,Yes,Yes,No,Don't know,Yes,No,Don't know,Somewhat easy,Maybe,No,Yes,No,No,Yes,Don't know,No,Management needs training on mental health.
4727,2020,34,Male,United States,No,No,Yes,Rarely,26-100,Yes,Yes,Don't know,Yes,Yes,Don't know,No,Somewhat easy,Yes,No,No,Yes,Maybe,No,No,Yes,
4728,2023,35,Male,United Kingdom,No,No,Yes,Often,1-5,Yes,Yes,Don't know,No,No,Don't know,No,Don't know,Maybe,No,No,Yes,No,No,Yes,No,HR resources are available but rarely used.
4729,2021,25,Male,United States,Yes,No,No,Never,More than 1000,Yes,No,Don't know,Don't know,No,Don't know,Don't know,Somewhat easy,Yes,No,No,Yes,Maybe,No,Don't know,Yes,
4730,2019,38,Male,United States,No,No,No,Rarely,500-1000,No,Yes,Don't know,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,No,Yes,Maybe,Maybe,Don't know,No,
4731,2022,22,Female,Canada,No,No,No,Never,26-100,Yes,No,Yes,No,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,No,Yes,No,No,No,No,
4732,2023,34,Male,United States,Yes,No,Yes,Sometimes,6-25,Yes,Yes,Don't know,Yes,No,Yes,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,Maybe,Yes,Don't know,No,
4733,2024,18,Male,United States,Yes,No,Yes,Rarely,6-25,Yes,Yes,No,Don't know,Don't know,No,Don't know,Somewhat difficult,No,Maybe,Yes,Some of them,Maybe,Yes,No,No,Open conversations help reduce stigma.
4734,2022,21,Female,United States,No,Yes,No,Sometimes,6-25,No,No,Don't know,Yes,No,No,Yes,Don't know,Maybe,No,No,No,Maybe,Maybe,No,No,
4735,2024,23,Male,United States,No,No,Yes,Often,500-1000,No,No,Yes,Don't know,No,Don't know,No,Somewhat easy,No,No,No,Yes,No,Yes,Don't know,No,
4736,2024,24,Male,Australia,No,No,Yes,Sometimes,500-1000,Yes,No,Don't know,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,Don't know,No,We have EAP but nobody talks about it.
4737,2020,27,Male,India,No,No,No,Never,6-25,No,No,No,Don't know,No,No,Don't know,Very easy,No,Maybe,Yes,No,Maybe,No,Don't know,No,More anonymous support options would help.
4738,2022,21,Male,Other,No,No,No,Rarely,500-1000,Yes,Yes,Don't know,Yes,Don't know,No,Yes,Very easy,No,Maybe,Yes,No,No,No,Don't know,No,
4739,2023,34,Female,United Kingdom,No,No,Yes,Often,500-1000,No,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Maybe,Yes,No,No,No,Yes,Yes,No,
4740,2021,32,Male,Germany,Yes,No,Yes,Sometimes,More than 1000,Yes,Yes,Don't know,Don't know,Don't know,No,Don't know,Somewhat difficult,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,Glad to see more companies taking this seriously.
4741,2020,34,Other / Prefer not to say,Sweden,No,No,No,Never,100-500,No,Yes,Yes,Don't know,Don't know,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,No,Don't know,No,
4742,2021,31,Female,United States,No,No,No,Never,6-25,Yes,No,No,No,No,No,Don't know,Somewhat difficult,No,No,No,Yes,Maybe,Maybe,Yes,No,Remote work has been a double-edged sword.
4743,2022,39,Non-binary,United States,No,No,Yes,Often,1-5,No,No,No,No,No,Yes,Don't know,Very easy,Maybe,No,Some of them,Some of them,Yes,No,Don't know,No,More anonymous support options would help.
4744,2021,20,Female,United States,No,No,No,Sometimes,100-500,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Somewhat easy,No,No,Yes,No,Maybe,Yes,No,No,Glad to see more companies taking this seriously.
4745,2024,31,Male,United States,No,No,Yes,Sometimes,100-500,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Somewhat easy,No,Maybe,No,Some of them,Maybe,Maybe,Yes,No,
4746,2022,33,Male,United States,No,No,No,Sometimes,500-1000,No,Yes,Don't know,Yes,Yes,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Yes,Don't know,Yes,HR resources are available but rarely used.
4747,2024,23,Male,United States,No,No,No,Never,1-5,Yes,Yes,Don't know,Don't know,Don't know,No,No,Very easy,No,No,Yes,No,Maybe,Maybe,Don't know,Yes,Open conversations help reduce stigma.
4748,2019,18,Male,United States,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,Yes,No,No,Very easy,No,Yes,No,Some of them,Yes,No,Yes,Yes,Stigma is still a major issue in my workplace.
4749,2021,33,Non-binary,India,No,No,No,Sometimes,6-25,No,Yes,Yes,No,Yes,Don't know,No,Very easy,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,No,
4750,2021,36,Female,United States,No,No,No,Often,26-100,No,Yes,No,No,No,Yes,No,Somewhat easy,Maybe,No,No,No,Maybe,No,Yes,No,Burnout is rampant in my team.
4751,2020,37,Male,United States,No,No,No,Rarely,More than 1000,No,Yes,No,Don't know,Don't know,Yes,Don't know,Very difficult,No,Yes,No,Some of them,Maybe,Maybe,Yes,No,
4752,2023,29,Non-binary,United States,No,No,No,Often,More than 1000,Yes,Yes,Yes,No,No,No,Yes,Very difficult,Maybe,No,No,No,No,Maybe,Don't know,No,
4753,2024,47,Male,Sweden,No,Yes,No,Never,100-500,Yes,No,Don't know,Yes,Yes,Don't know,Yes,Somewhat difficult,No,No,No,No,Maybe,Yes,Don't know,Yes,
4754,2024,35,Other / Prefer not to say,Canada,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,No,Yes,No,Yes,No,Somewhat difficult,No,No,No,No,No,No,Don't know,No,
4755,2023,48,Male,United States,No,Yes,No,Rarely,26-100,Yes,Yes,Don't know,No,Don't know,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,No,HR resources are available but rarely used.
4756,2021,40,Male,Brazil,No,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,No,No,Management needs training on mental health.
4757,2019,37,Male,United States,No,No,No,Never,1-5,No,Yes,Don't know,Yes,Don't know,No,No,Very easy,No,Maybe,Some of them,No,No,No,Don't know,No,
4758,2024,23,Male,Netherlands,Yes,Yes,Yes,Sometimes,6-25,Yes,No,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,No,Maybe,Some of them,No,Yes,Maybe,Don't know,No,
4759,2024,29,Female,United States,No,No,No,Never,500-1000,No,Yes,No,Don't know,No,Yes,Don't know,Somewhat easy,Maybe,No,Yes,Some of them,No,Yes,No,No,Open conversations help reduce stigma.
4760,2023,30,Male,Canada,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,Don't know,No,Very easy,Yes,Maybe,No,No,Yes,Yes,No,No,More anonymous support options would help.
4761,2023,24,Female,Ireland,No,Yes,No,Rarely,26-100,No,No,Don't know,No,No,No,Don't know,Very easy,Maybe,Yes,No,No,No,Yes,Yes,No,
4762,2023,34,Female,United States,No,No,No,Often,100-500,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,No,No,No,No,No,Burnout is rampant in my team.
4763,2019,34,Male,Germany,No,No,Yes,Never,100-500,No,Yes,Don't know,Don't know,Yes,Yes,Don't know,Somewhat easy,No,No,No,No,Yes,No,No,No,Management needs training on mental health.
4764,2022,37,Female,United States,No,Yes,No,Rarely,6-25,No,Yes,Don't know,No,No,Yes,No,Very easy,Yes,Maybe,Yes,Yes,No,Maybe,Don't know,No,Management needs training on mental health.
4765,2019,41,Male,Brazil,No,Yes,No,Rarely,6-25,No,Yes,Don't know,No,Don't know,No,No,Somewhat easy,Yes,Yes,Some of them,Yes,No,Maybe,Yes,No,
4766,2022,18,Other / Prefer not to say,United Kingdom,No,Yes,Yes,Often,1-5,No,No,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Yes,Some of them,Maybe,Maybe,No,No,
4767,2021,22,Female,Australia,No,Yes,No,Rarely,More than 1000,Yes,No,Yes,Don't know,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,Yes,Remote work has been a double-edged sword.
4768,2020,24,Male,United States,No,No,Yes,Often,100-500,No,No,No,Yes,Yes,Don't know,No,Somewhat easy,No,Maybe,Yes,Some of them,Maybe,Yes,Don't know,No,
4769,2023,33,Female,Canada,No,No,No,Rarely,26-100,No,Yes,No,No,No,Yes,No,Somewhat easy,Maybe,No,Some of them,No,Yes,No,Don't know,Yes,Glad to see more companies taking this seriously.
4770,2022,24,Female,Netherlands,No,No,Yes,Sometimes,26-100,No,No,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Yes,No,Some of them,No,No,No,Don't know,No,
4771,2020,19,Male,United States,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,Yes,Yes,Don't know,No,No,No,Yes,No,Yes,Don't know,Yes,
4772,2023,35,Male,United States,No,Yes,Yes,Sometimes,1-5,No,Yes,No,No,Yes,Don't know,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No,Don't know,No,HR resources are available but rarely used.
4773,2020,35,Male,Other,No,No,No,Never,26-100,Yes,No,Yes,Don't know,No,Yes,Don't know,Don't know,No,No,No,No,Maybe,Yes,Don't know,No,We have EAP but nobody talks about it.
4774,2021,30,Female,United States,No,Yes,No,Sometimes,26-100,Yes,No,Yes,No,Don't know,No,Yes,Don't know,No,Yes,Some of them,No,No,Maybe,No,Yes,Glad to see more companies taking this seriously.
4775,2023,29,Other / Prefer not to say,Canada,No,No,No,Never,100-500,Yes,No,Yes,Don't know,Yes,Yes,Yes,Somewhat easy,No,No,No,Yes,Maybe,No,Don't know,No,
4776,2021,27,Female,India,No,No,Yes,Sometimes,More than 1000,Yes,No,Yes,Don't know,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,No,Yes,No,Glad to see more companies taking this seriously.
4777,2020,31,Male,United Kingdom,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,Maybe,No,No,No,No,No,Yes,
4778,2023,26,Male,Other,No,No,No,Never,More than 1000,No,No,No,No,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Yes,No,Maybe,No,Don't know,Yes,
4779,2020,27,Male,Netherlands,No,No,Yes,Often,100-500,Yes,Yes,No,Yes,No,Yes,Yes,Somewhat difficult,Yes,No,No,No,No,No,No,Yes,
