paper_id,title,abstract,authors,year,month,category,subcategory,citation_count,venue,num_authors,has_code,primary_method,dataset_used,is_survey
arxiv.202404.02391,Self-Supervised Object Detection with Graph Neural Networks,"This paper introduces UniModel for code generation. Unlike prior work that relies on multi-head attention, we design a spectral normalization framework that directly addresses computational overhead. Evaluation on multiple established benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Maria Watanabe; Noam Suzuki,2024,4,cs.CV,image-segmentation,35,CVPR,2,True,transformer,KITTI,False
arxiv.202401.02772,Multi-Task Chain-of-Thought Reasoning in Low-Resource Settings,"We propose NeuralBridge, a novel approach to question answering. Our method leverages knowledge distillation to achieve state-of-the-art results on diverse evaluation suites. Experiments demonstrate improvements of 9.6% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Christopher Sutskever; Pierre Dupont; Siddharth Mueller; Tao Bengio; Tao Zhang,2024,1,cs.AI,multi-agent,3,arXiv-only,5,True,diffusion,OpenAI Gym,False
arxiv.202503.02980,Gaussian Processes using Attention Mechanisms,"This paper presents TransFormer++, designed for efficient language understanding. By leveraging spectral normalization and prompt tuning, our approach reduces computational cost by 47% while maintaining competitive performance on multiple established benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Bo Hassan; Kaiming Zhou; Luca Sutskever,2025,3,stat.ML,kernel-methods,1,arXiv-only,3,False,rnn,proprietary,False
arxiv.202502.03182,Learning Variational Inference with Transformers,"Recent advances in natural language processing have shown promising results for robot manipulation. However, existing methods suffer from distribution shift. We address this by proposing FastTune, which combines gradient checkpointing with variational inference to overcome these challenges. Our experiments on competitive benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Dmitri Brown; Hao Watanabe; Kaiming Xu; Oriol Popov; Sofia Garcia,2025,2,stat.ML,bayesian-methods,9,arXiv-only,5,True,transformer,multiple,False
arxiv.202008.00733,On Model Compression using Diffusion Models,"Motivated by recent progress in deep learning, we develop DeepReason for time series forecasting. Our framework integrates attention mechanisms with a novel gating module that captures local patterns. Results on large-scale datasets show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Andrew Williams; Dmitri Rodriguez; Olga Vinyals,2020,8,cs.LG,representation-learning,13,arXiv-only,3,True,transformer,CIFAR-100,False
arxiv.202309.02070,Multi-Modal Session-Based Recommendation for Real-World Applications,"Recent advances in natural language processing have shown promising results for graph classification. However, existing methods suffer from poor generalization. We address this by proposing ProtoLearn, which combines contrastive learning with energy-based models to overcome these challenges. Our experiments on challenging real-world datasets demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Diego Tanaka; Ivan Zhang; Kai Liu; Kaiming Ren; Takeshi Radford,2023,9,cs.IR,knowledge-graphs,1,arXiv-only,5,True,transformer,Yelp Reviews,False
arxiv.202305.02081,AutoML across Domains,"We study the problem of graph classification and propose ProtoLearn, a scalable framework based on denoising diffusion. Our key insight is that task-specific adapters preserve pre-trained knowledge while enabling specialization. Extensive experiments on standard benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Dario Huang; Fei Bianchi; Hiroshi Huang; James Smith; Marco Gupta; Olga Garcia; Ross Williams; Sergey Amodei,2023,5,cs.LG,optimization,5,AAAI,8,False,transformer,MNIST,False
arxiv.202006.00603,Progressive MCMC Methods under Distribution Shift,"This paper introduces SparseGPT for object detection. Unlike prior work that relies on knowledge distillation, we design a spectral normalization framework that directly addresses poor generalization. Evaluation on widely-used evaluation protocols shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Alex Gupta; Dario Williams; Hiroshi Chen; Siddharth LeCun,2020,6,stat.ML,causal-inference,11,arXiv-only,4,True,reinforcement_learning,proprietary,False
arxiv.201901.00282,Motion Planning under Distribution Shift,"We present a comprehensive study of anomaly detection in the context of embodied AI. Through systematic experiments on challenging real-world datasets, we identify key factors that influence model performance and propose GraphFormer as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Anna Rossi; Qiang Thomas,2019,1,cs.RO,sim-to-real,98,arXiv-only,2,False,bayesian,MuJoCo,False
arxiv.202110.00846,A Survey of Drone Navigation,"We study the problem of anomaly detection and propose DualPath, a scalable framework based on denoising diffusion. Our key insight is that task-specific adapters preserve pre-trained knowledge while enabling specialization. Extensive experiments on multiple established benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Li Schmidt,2021,10,cs.RO,manipulation,963,CVPR,1,True,gnn,proprietary,False
arxiv.202304.02138,Panoptic Segmentation,"Motivated by recent progress in natural language processing, we develop ProtoLearn for recommendation. Our framework integrates variational inference with a novel routing module that captures long-range dependencies. Results on diverse evaluation suites show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Anna Lin; Tao Zhang,2023,4,cs.CV,object-detection,3,arXiv-only,2,False,transformer,KITTI,False
arxiv.202309.02264,Text Generation with Theoretical Guarantees,"In this work, we tackle the problem of time series forecasting by introducing HyperNet. The core idea is to use contrastive learning to learn robust representations that generalize across domains. We validate our approach on both synthetic and real-world data and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Ilya Devlin; Sofia Wilson,2023,9,cs.CL,text-generation,57,arXiv-only,2,True,transformer,SST-2,False
arxiv.202503.03088,Zero-Shot Bayesian Deep Learning with Graph Neural Networks,"This paper presents CrossModal, designed for efficient object detection. By leveraging denoising diffusion and LoRA fine-tuning, our approach reduces computational cost by 30% while maintaining competitive performance on challenging real-world datasets. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Hans Bengio; Marie Popov; Neha Petrov; Siddharth Smith,2025,3,stat.ML,time-series,1,arXiv-only,4,True,transformer,proprietary,False
arxiv.202302.01782,Self-Supervised Representation Learning at Scale,"This paper presents HyperNet, designed for efficient recommendation. By leveraging flow matching and knowledge distillation, our approach reduces computational cost by 44% while maintaining competitive performance on standard benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Aditya Vinyals; Diego Bengio; Jakob Sutskever; James Zhang; Marco Liu; Matthew Taylor,2023,2,cs.LG,automl,19,arXiv-only,6,False,reinforcement_learning,Fashion-MNIST,False
arxiv.202111.00913,Knowledge Distillation via Reinforcement Learning,"We propose NeuralBridge, a novel approach to question answering. Our method leverages residual connections to achieve state-of-the-art results on multiple established benchmarks. Experiments demonstrate improvements of 8.9% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Andrei Watanabe; Carlos He; Emily Girshick; Geoffrey Liu; Hao Dupont,2021,11,cs.LG,meta-learning,3,arXiv-only,5,True,transformer,MNIST,False
arxiv.202001.00595,Rethinking Dialogue Systems with Graph Neural Networks,"Recent advances in multimodal learning have shown promising results for code generation. However, existing methods suffer from training instability. We address this by proposing FlexiLearn, which combines meta-learning with gradient checkpointing to overcome these challenges. Our experiments on competitive benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Carlos Sutskever; Chen LeCun; Jakob Bengio; Thomas Patel; Yann Mueller,2020,1,cs.CL,sentiment-analysis,48,CVPR,5,False,cnn,BookCorpus,False
